2025-04-21 17:15:00,272 | INFO     | root:57 | Logging initialized with level INFO
2025-04-21 17:15:00,272 | INFO     | root:58 | Log file: logs/fort_wise_20250421_171500.log
2025-04-21 17:15:00,272 | INFO     | core.voice_processor:31 | Initializing Voice Processor...
2025-04-21 17:15:00,272 | INFO     | core.stt:30 | Speech-to-Text module initialized
2025-04-21 17:15:00,272 | INFO     | core.tts:30 | Text-to-Speech module initialized
2025-04-21 17:15:00,272 | INFO     | core.knowledge_base:36 | Found embeddings file in root directory: embeddings#cs200#co50.faiss
2025-04-21 17:15:00,272 | INFO     | core.knowledge_base:56 | FAISS index loaded from data/faiss_index/index.faiss
2025-04-21 17:15:00,289 | INFO     | sentence_transformers.SentenceTransformer:211 | Use pytorch device_name: mps
2025-04-21 17:15:00,289 | INFO     | sentence_transformers.SentenceTransformer:219 | Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2025-04-21 17:15:03,352 | INFO     | core.knowledge_base:67 | Sentence embedding model loaded
2025-04-21 17:15:03,353 | INFO     | core.knowledge_base:127 | Split knowledge base into 40 chunks
2025-04-21 17:15:03,353 | INFO     | core.knowledge_base:75 | Loaded 40 text chunks from knowledge base
2025-04-21 17:15:03,353 | INFO     | core.llm:49 | Language Model initialized with model: o4-mini-2025-04-16
2025-04-21 17:15:03,353 | INFO     | core.context_manager:26 | Context Manager initialized with max_history=10
2025-04-21 17:15:03,353 | INFO     | core.voice_processor:43 | Voice Processor initialized successfully
2025-04-21 17:15:03,353 | INFO     | __main__:52 | Voice processor initialized successfully
2025-04-21 17:15:03,354 | INFO     | __main__:205 | Starting Fort Wise Voice AI Assistant on port 8000 (debug=True)
2025-04-21 17:15:03,363 | WARNING  | werkzeug:97 |  * Debugger is active!
2025-04-21 17:15:03,376 | INFO     | werkzeug:97 |  * Debugger PIN: 524-420-906
2025-04-21 17:15:15,858 | INFO     | werkzeug:97 | 127.0.0.1 - - [21/Apr/2025 17:15:15] "GET / HTTP/1.1" 200 -
2025-04-21 17:15:15,881 | INFO     | werkzeug:97 | 127.0.0.1 - - [21/Apr/2025 17:15:15] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-04-21 17:15:15,883 | INFO     | werkzeug:97 | 127.0.0.1 - - [21/Apr/2025 17:15:15] "[36mGET /static/img/logo_3S.png HTTP/1.1[0m" 304 -
2025-04-21 17:15:15,884 | INFO     | werkzeug:97 | 127.0.0.1 - - [21/Apr/2025 17:15:15] "[36mGET /static/js/app.js HTTP/1.1[0m" 304 -
2025-04-21 17:15:15,884 | INFO     | werkzeug:97 | 127.0.0.1 - - [21/Apr/2025 17:15:15] "[35m[1mGET /static/img/ABOUT_THIS.mp3 HTTP/1.1[0m" 206 -
2025-04-21 17:15:22,591 | INFO     | __main__:87 | Audio saved to data/recordings/9b512e3b-f8c8-4b3a-8904-7fc6ceea1efb.wav, processing...
2025-04-21 17:15:22,592 | INFO     | core.voice_processor:55 | Converting speech to text from data/recordings/9b512e3b-f8c8-4b3a-8904-7fc6ceea1efb.wav
2025-04-21 17:15:22,592 | INFO     | core.stt:43 | Transcribing audio from data/recordings/9b512e3b-f8c8-4b3a-8904-7fc6ceea1efb.wav
2025-04-21 17:15:24,013 | INFO     | httpx:1025 | HTTP Request: POST https://api.openai.com/v1/audio/transcriptions "HTTP/1.1 200 OK"
2025-04-21 17:15:24,015 | INFO     | core.stt:64 | Transcription successful: What is Fort Wise?
...
2025-04-21 17:15:24,015 | INFO     | __main__:91 | Transcribed text: What is Fort Wise?

2025-04-21 17:15:24,016 | INFO     | core.voice_processor:77 | Retrieving context for query: What is Fort Wise?

2025-04-21 17:15:24,016 | INFO     | core.knowledge_base:210 | Searching for: What is Fort Wise?

2025-04-21 17:15:24,164 | INFO     | core.knowledge_base:251 | Found 5 relevant chunks out of 7 total matches
2025-04-21 17:15:24,164 | INFO     | core.voice_processor:106 | Generating response with LLM
2025-04-21 17:15:24,164 | INFO     | core.llm:66 | Generating response for query: What is Fort Wise?

2025-04-21 17:15:24,164 | INFO     | core.llm:107 | Sending request to OpenAI API with 2 messages
2025-04-21 17:15:28,390 | INFO     | httpx:1025 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-21 17:15:28,395 | WARNING  | core.llm:128 | Empty response from OpenAI API, using fallback
2025-04-21 17:15:28,395 | INFO     | core.llm:140 | Generated response: I'm sorry, I couldn't generate a proper response t...
2025-04-21 17:15:28,395 | INFO     | __main__:120 | Generated response: I'm sorry, I couldn't generate a proper response to your question. Could you please try asking in a different way?
